keyword,intencion,cobertura,tipo,url,titulo,id,score
el diamante de gould,mixto,SI,post,https://avesnativaschilenas.cl/cuidados/guia-completa-para-el-cuidado-de-tu-diamante-mandarin-primeros-pasos-esenciales-para-asegurar-su-bienestar/,Guía Completa para el Cuidado de tu Diamante Mandarín: Primeros Pasos Esenciales para Asegurar su Bienestar,7383,3
el diamante mandarin,mixto,SI,post,https://avesnativaschilenas.cl/cuidados/guia-completa-para-el-cuidado-de-tu-diamante-mandarin-primeros-pasos-esenciales-para-asegurar-su-bienestar/,Guía Completa para el Cuidado de tu Diamante Mandarín: Primeros Pasos Esenciales para Asegurar su Bienestar,7383,3
el libro de las aves,mixto,SI,post,https://avesnativaschilenas.cl/cuidados/por-que-el-excremento-de-las-aves-es-de-consistencia-liquida/,por qué el excremento de las aves es de consistencia líquida,9368,4
el mundo de las aves,mixto,SI,post,https://avesnativaschilenas.cl/rapaces/excremento-de-las-aves-de-rapina/,El Curioso Mundo del Excremento de las Aves de Rapiña: Más Allá de un Simple Desecho,1903,5
el pajaro mas bonito,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jaulas/transportines-para-aves/,Transportines para Aves: Como Elegir el Mejor para Viajar con tu Pajaro,15286,2
el pájaro de colores,mixto,SI,post,https://avesnativaschilenas.cl/fardela/fardela-heraldica/,Fardela heráldica: el petrel de tres colores de Rapa Nui,14188,3
el pájaro más bonito,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/jaulas/transportines-para-aves/,Transportines para Aves: Como Elegir el Mejor para Viajar con tu Pajaro,15286,2
eliminar las palomas,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/cuidados/enfermedades-de-las-palomas-y-limpieza-de-heces/,"Las palomas transmiten enfermedades? Mitos, riesgos reales y limpieza segura",15090,2
escaramujo tapaculos,mixto,NO,,,,,0
especie de agapornis,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
especies de cacatuas,informacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
especies de cacatúas,informacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
especies de cotorras,informacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
excremento de paloma,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/cuidados/piojos-de-paloma/,Piojos de Paloma: Como Identificarlos y Eliminarlos,15250,2
faisan dorado precio,comercial,NO,,,,,1
faisan mercado libre,mixto,NO,,,,,1
faisanes venta chile,comercial,NO,,,,,1
flor de garza blanca,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/fardela/fardela-blanca-de-juan-fernandez/,¿Conoces la Fardela Blanca de Juan Fernández? Descúbrela Aquí,11063,2
foto pavo real macho,mixto,SI,post,https://avesnativaschilenas.cl/terrestres/pavo-real-diferencias-entre-macho-y-hembra-fotos/,Pavo Real: Diferencias entre Macho y Hembra + Fotos,11823,3
fotos de los pericos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-periquitos/,Jaulas para Periquitos: Guia de Compra Completa 2026,15284,100
fotos de los pájaros,mixto,SI,post,https://avesnativaschilenas.cl/redes/descubre-como-esta-red-verde-de-4x10m-protege-tus-plantas-y-frutas-de-los-pajaros-imperdible/,Descubre cómo esta red verde de 4x10m protege tus plantas y frutas de los pájaros ¡Imperdible!,8502,3
fotos de ninfas aves,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-ninfas/,Jaulas para Ninfas (Cockatiel): Guia de Compra y Medidas Ideales,15285,100
gallinero codornices,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-gallinas-ponedoras/,Jaulas para Gallinas Ponedoras: Guia de Compra 2026,15281,100
gallos en rascaderos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-gallinas-ponedoras/,Jaulas para Gallinas Ponedoras: Guia de Compra 2026,15281,100
garza blanca habitat,informacional,SI/Parcial,post,https://avesnativaschilenas.cl/albatro/albatros-de-frente-blanca/,"Descubre el misterioso Albatros de frente blanca: características, hábitat y curiosidades",437,2
garza blanca y negra,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/fardela/fardela-negra-de-juan-fernandez/,"Fardela negra de Juan Fernández: características, hábitat y conservación",14186,2
gaviotas en la playa,mixto,SI,post,https://avesnativaschilenas.cl/blog/grupo-de-aves-marinas-al-que-pertenecen-las-gaviotas/,Grupo de aves marinas al que pertenecen las gaviotas: guia de la familia Laridae en Chile,9156,3
golondrina americana,mixto,NO,,,,,1
golondrina primavera,mixto,NO,,,,,1
golondrina protegida,mixto,NO,,,,,1
golondrinas migrando,mixto,NO,,,,,1
golondrinas pequeñas,mixto,NO,,,,,1
gorriones de colores,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/fardela/fardela-heraldica/,Fardela heráldica: el petrel de tres colores de Rapa Nui,14188,2
guacamayo de colores,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
guacamayo es un loro,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
guia de aves uruguay,mixto,SI,post,https://avesnativaschilenas.cl/marina/aves-de-isla-de-pascua-rapa-nui/,"Aves de Isla de Pascua (Rapa Nui): guía completa de especies, cultura y conservación",14225,3
habitrail accesorios,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
halcones adiestrados,mixto,NO,,,,,1
halcones de cetreria,mixto,NO,,,,,1
imagen de guacamayos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
imagen de periquitos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-periquitos/,Jaulas para Periquitos: Guia de Compra Completa 2026,15284,100
imagenes de cacatuas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
imagenes de cotorras,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
incubación pavo real,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/terrestres/pavo-real-diferencias-entre-macho-y-hembra-fotos/,Pavo Real: Diferencias entre Macho y Hembra + Fotos,11823,2
informacion del pato,informacional,SI/Parcial,page,https://avesnativaschilenas.cl/pato/,"Patos silvestres Chilenos: Información de Tipos, razas y características (Machos y Hembras)",9862,2
isadora duncan danza,mixto,NO,,,,,0
jaula atrapa pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula atrapa palomas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula con divisiones,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de aves grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de loro grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de loro precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula de los pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula esquinera loro,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula exposicion 2gr,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula grande de loro,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula hierro forjado,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula madera pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula modular cobaya,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaro antigua,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaro con pie,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaro juguete,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaro pequeña,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaro redonda,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pajaros precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para 2 hamster,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para cenzontle,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para diamantes,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para gorriones,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para guacamayo,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para pavo real,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula para topo ruso,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pedros 1 metro,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula pequeña pajaro,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula redonda grande,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula trampa pajaros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaula trampa palomas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas aves exoticas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas de tres pisos,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas hechas a mano,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas italianas 2gr,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para cacatuas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para cotorras,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para cotorros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para hámsters,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas para tortugas,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
jaulas rectangulares,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/accesorios-para-jaulas/,Accesorios para Jaulas de Aves: Todo lo que Necesitas,15289,100
julio bocca bailando,mixto,NO,,,,,0
julio bocca bailarin,mixto,NO,,,,,1
la alemana bailarina,mixto,NO,,,,,1
la casa de los loros,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
la cigueña maria pdf,mixto,SI/Parcial,page,https://avesnativaschilenas.cl/ciguena/,La fascinante cigüeña blanca: una maravilla de la naturaleza,378,2
la cotorra argentina,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
la vida de un pajaro,mixto,SI,post,https://avesnativaschilenas.cl/blog/que-significa-la-visita-de-un-pajaro-gris-presagio-y-significado-espiritual/,Que Significa la Visita de un Pajaro Gris? Presagio y Significado Espiritual,11826,4
las aves de colombia,mixto,SI,post,https://avesnativaschilenas.cl/blog/importancia-de-las-aves-en-chile/,Importancia de las aves en Chile: su rol en los ecosistemas y la conservacion nacional,15082,3
las aves migratorias,mixto,SI/Parcial,post,https://avesnativaschilenas.cl/blog/importancia-de-las-aves-en-chile/,Importancia de las aves en Chile: su rol en los ecosistemas y la conservacion nacional,15082,2
las aves más bonitas,mixto,SI,post,https://avesnativaschilenas.cl/libros/descubre-las-100-aves-mas-sorprendentes-de-chile-tu-guia-definitiva/,Descubre las 100 aves más sorprendentes de Chile: ¡tu guía definitiva!,7120,3
lechuza alimentacion,informacional,SI/Parcial,post,https://avesnativaschilenas.cl/rapaces/lechuza/,"Lechuzas y buhos en Chile: habitat, alimentacion y simbolismo",1669,2
lora frente amarilla,mixto,NO,,,,,1
loro amarillo precio,comercial,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro amazona aestiva,navegacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro amazona oratrix,navegacional,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro copete amarillo,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro cuello amarillo,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro eclectus hembra,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
loro guayabero habla,mixto,SI,post,https://avesnativaschilenas.cl/jaulas/para-loros/descubre-el-secreto-para-mantener-la-jaula-de-tu-loro-siempre-limpia-y-fresca/,¡Descubre el secreto para mantener la jaula de tu loro siempre limpia y fresca!,8533,100
